"id","horizon","category","compound","peak_area"
16,"L horizon","N-compound","Cyclo (Leu-Pro)",93250
16,"L horizon","N-compound","Diketodipyrrole",181118
16,"L horizon","N-compound","Pyridine, 4-methyl-",43213
16,"L horizon","Phenol","4-vinyl-phenol",2186040
16,"L horizon","Phenol","Phenol",981019
16,"L horizon","Phenol","Phenol, 3-methyl-",2658476
16,"L horizon","S-lignin","4-methyl-syringol",145920
16,"L horizon","S-lignin","4-vinyl-syringol",841288
16,"L horizon","S-lignin","Ethanone, 1-(4-hydroxy-3,5-dimethoxyphenyl)-",191788
16,"L horizon","S-lignin","Phenol, 2,6-dimethoxy-",199176
16,"L horizon","S-lignin","Phenol, 2,6-dimethoxy-4-(2-propenyl)-",179638
16,"L horizon","S-lignin","Syringyl acetone",94929
16,"L horizon","Others","Beta-Sitosterol",1979695
16,"L horizon","Others","Stigmast-4-en-3-one",183545
16,"L horizon","Others","Stigmastan-3,5-diene",776950
16,"L horizon","Unknown","Unknown",117780204
16,"L horizon","Others","Gamma-Tocopherol",539010
16,"L horizon","Others","Vitamin E",526569
17,"L horizon","Aromatic deriv.","Benzaldehyde",109055
17,"L horizon","Aromatic deriv.","Benzene, 2-ethyl-1,3-dimethyl-",148241
17,"L horizon","Aromatic deriv.","Ethylbenzene",263101
17,"L horizon","Aromatic deriv.","Styrene",190312
17,"L horizon","Aromatic deriv.","Toluene",448373
17,"L horizon","Carbohydrate","2H-Furan-3-one",1775108
17,"L horizon","Carbohydrate","1-Acetyloxypropane-2-one",214782
17,"L horizon","Carbohydrate","1,2-Cyclopentanedione, 3-methyl-",707538
17,"L horizon","Carbohydrate","1,6-Anhydro-alpha-D-galactofuranose",6700910
17,"L horizon","Carbohydrate","2-Cyclopenten-1-one, 2-hydroxy-3-methyl-",966050
17,"L horizon","Carbohydrate","2-Cyclopenten-1-one, 2-methyl-",122984
17,"L horizon","Carbohydrate","2-Furancarboxaldehyde, 5-methyl-",926825
17,"L horizon","Carbohydrate","2-Furanmethanol",165422
17,"L horizon","Carbohydrate","2-Propanone, 1-hydroxy-",586809
17,"L horizon","Carbohydrate","2,3-Dihydro-5-methylfuran-2-one",659315
17,"L horizon","Carbohydrate","2,5-Dimethyl-4-hydroxy-3(2H)-furanone",1119016
17,"L horizon","Carbohydrate","2(3H)-Furanone, 5-methyl-",281674
17,"L horizon","Carbohydrate","2(5H)-Furanone",415001
17,"L horizon","Carbohydrate","2(5H)-Furanone, 5-methyl-",169482
17,"L horizon","Carbohydrate","4-Cyclopentene-1,3-dione",308440
17,"L horizon","Carbohydrate","4-Hydroxy-3-methyl-(5H)-furanone",352425
17,"L horizon","Carbohydrate","4-Hydroxy-5,6-dihydro-(2H)-pyran-2-one",2834814
17,"L horizon","Carbohydrate","Acetic acid",4233162
17,"L horizon","Carbohydrate","Anhydropentose/anhydro-cyclofuranose",5062686
17,"L horizon","Carbohydrate","Levoglucosan",66417755
17,"L horizon","Carbohydrate","Butanedial",207408
17,"L horizon","Carbohydrate","Butyraldehyde",9004752
17,"L horizon","Carbohydrate","Dianhydrorhamnose",1245059
17,"L horizon","Carbohydrate","Ethanone, 1-(2-furanyl)-",171107
17,"L horizon","Carbohydrate","Furfural",2458309
17,"L horizon","Carbohydrate","Levoglucosenone and Maltol",1403262
17,"L horizon","Carbohydrate","Levosugars1",6753685
17,"L horizon","Carbohydrate","Levosugars2",18677050
17,"L horizon","Carbohydrate","Levosugars3",2225505
17,"L horizon","Aliphatic deriv.","n-fatty acid",262925
17,"L horizon","Aliphatic deriv.","n-fatty acid",642767
17,"L horizon","Others","Phytadiene1",191490
17,"L horizon","Others","Phytadiene3",150196
17,"L horizon","Others","Prist-1-ene",561217
17,"L horizon","CO2","Carbon dioxide",57745476
17,"L horizon","G-lignin","2-Methoxy-4-vinylphenol",5602993
17,"L horizon","G-lignin","Apocynin",2976939
17,"L horizon","G-lignin","Coniferaldehyde",1281407
17,"L horizon","G-lignin","Coniferyl alcohol trans",367866
17,"L horizon","G-lignin","Creosol",4291948
17,"L horizon","G-lignin","Dihydroconiferyl alcohol",857788
17,"L horizon","G-lignin","Phenol, 2-methoxy-",5220873
17,"L horizon","G-lignin","Phenol, 2-methoxy-4-(1-propenyl)-",652461
17,"L horizon","G-lignin","Phenol, 4-ethyl-2-methoxy-",1082509
17,"L horizon","G-lignin","Trans-Isoeugenol",3145982
17,"L horizon","G-lignin","Vanillin",2097748
17,"L horizon","G-lignin","Propioguaiacone",1808489
17,"L horizon","Aliphatic deriv.","Ketone",656267
17,"L horizon","Aliphatic deriv.","Ketone",366124
17,"L horizon","Aliphatic deriv.","n-alkane",297807
17,"L horizon","Aliphatic deriv.","n-alkane",272706
17,"L horizon","Aliphatic deriv.","n-alkane",416161
17,"L horizon","Aliphatic deriv.","n-alkane",341952
17,"L horizon","Aliphatic deriv.","n-alkane",148043
17,"L horizon","Aliphatic deriv.","n-alkane",826790
17,"L horizon","Aliphatic deriv.","n-alkane",294395
17,"L horizon","Aliphatic deriv.","n-alkane",310557
17,"L horizon","Aliphatic deriv.","n-alkene",343996
17,"L horizon","Aliphatic deriv.","n-alkene",442988
17,"L horizon","Aliphatic deriv.","n-alkene",561021
17,"L horizon","Aliphatic deriv.","n-alkene",698068
17,"L horizon","Aliphatic deriv.","n-alkene",732214
17,"L horizon","Aliphatic deriv.","n-alkene",768352
17,"L horizon","Aliphatic deriv.","n-alkene",904751
17,"L horizon","Aliphatic deriv.","n-alkene",739393
17,"L horizon","Aliphatic deriv.","n-alkene",224815
17,"L horizon","Aliphatic deriv.","n-alkene",641416
17,"L horizon","Aliphatic deriv.","n-alkene",866004
17,"L horizon","N-compound","Cyclo (Pro-Pro)",273765
17,"L horizon","N-compound","Cyclo (Leu-Pro)",89612
17,"L horizon","N-compound","Diketodipyrrole",164641
17,"L horizon","N-compound","Pyridine, 4-methyl-",25354
17,"L horizon","Phenol","4-vinyl-phenol",2187145
17,"L horizon","Phenol","Phenol",823087
17,"L horizon","Phenol","Phenol, 3-methyl-",2497953
17,"L horizon","S-lignin","4-methyl-syringol",184388
17,"L horizon","S-lignin","4-vinyl-syringol",700671
17,"L horizon","S-lignin","Ethanone, 1-(4-hydroxy-3,5-dimethoxyphenyl)-",129787
17,"L horizon","S-lignin","Phenol, 2,6-dimethoxy-",199459
17,"L horizon","S-lignin","Phenol, 2,6-dimethoxy-4-(2-propenyl)-",217072
17,"L horizon","S-lignin","Syringyl acetone",115026
17,"L horizon","Others","Beta-Sitosterol",1427881
17,"L horizon","Others","Stigmast-4-en-3-one",219649
17,"L horizon","Others","Stigmastan-3,5-diene",891235
17,"L horizon","Unknown","Unknown",103613024
17,"L horizon","Others","Gamma-Tocopherol",314522
17,"L horizon","Others","Vitamin E",362834
18,"L horizon","Aromatic deriv.","Benzaldehyde",84315
18,"L horizon","Aromatic deriv.","Benzene, 2-ethyl-1,3-dimethyl-",81913
18,"L horizon","Aromatic deriv.","Ethylbenzene",294373
18,"L horizon","Aromatic deriv.","Styrene",119845
18,"L horizon","Aromatic deriv.","Toluene",527548
18,"L horizon","Carbohydrate","2H-Furan-3-one",1796496
18,"L horizon","Carbohydrate","1-Acetyloxypropane-2-one",195859
18,"L horizon","Carbohydrate","1,2-Cyclopentanedione, 3-methyl-",776044
18,"L horizon","Carbohydrate","1,6-Anhydro-alpha-D-galactofuranose",8712391
18,"L horizon","Carbohydrate","2-Cyclopenten-1-one, 2-hydroxy-3-methyl-",485060
18,"L horizon","Carbohydrate","2-Cyclopenten-1-one, 2-methyl-",141345
18,"L horizon","Carbohydrate","2-Furancarboxaldehyde, 5-methyl-",960548
18,"L horizon","Carbohydrate","2-Furanmethanol",181298
18,"L horizon","Carbohydrate","2-Propanone, 1-hydroxy-",499232
18,"L horizon","Carbohydrate","2,3-Dihydro-5-methylfuran-2-one",823685
18,"L horizon","Carbohydrate","2,5-Dimethyl-4-hydroxy-3(2H)-furanone",1392096
18,"L horizon","Carbohydrate","2(3H)-Furanone, 5-methyl-",261779
18,"L horizon","Carbohydrate","2(5H)-Furanone",408270
18,"L horizon","Carbohydrate","2(5H)-Furanone, 5-methyl-",180585
18,"L horizon","Carbohydrate","4-Cyclopentene-1,3-dione",287187
18,"L horizon","Carbohydrate","4-Hydroxy-3-methyl-(5H)-furanone",594501
18,"L horizon","Carbohydrate","4-Hydroxy-5,6-dihydro-(2H)-pyran-2-one",2818590
18,"L horizon","Carbohydrate","Acetic acid",3585138
18,"L horizon","Carbohydrate","Anhydropentose/anhydro-cyclofuranose",4751816
18,"L horizon","Carbohydrate","Levoglucosan",43079619
18,"L horizon","Carbohydrate","Butanedial",210376
18,"L horizon","Carbohydrate","Butyraldehyde",7918923
18,"L horizon","Carbohydrate","Dianhydrorhamnose",1506231
18,"L horizon","Carbohydrate","Ethanone, 1-(2-furanyl)-",198818
18,"L horizon","Carbohydrate","Furfural",2361306
18,"L horizon","Carbohydrate","Levoglucosenone and Maltol",2123067
18,"L horizon","Carbohydrate","Levosugars1",5752572
18,"L horizon","Carbohydrate","Levosugars2",19964451
18,"L horizon","Carbohydrate","Levosugars3",3083962
18,"L horizon","Aliphatic deriv.","n-fatty acid",600776
18,"L horizon","Aliphatic deriv.","n-fatty acid",1063708
18,"L horizon","Others","Phytadiene1",312532
18,"L horizon","Others","Phytadiene3",134409
18,"L horizon","Others","Prist-1-ene",465065
18,"L horizon","CO2","Carbon dioxide",52695295
18,"L horizon","G-lignin","2-Methoxy-4-vinylphenol",5708031
18,"L horizon","G-lignin","Apocynin",4015471
18,"L horizon","G-lignin","Coniferaldehyde",932065
18,"L horizon","G-lignin","Coniferyl alcohol trans",919130
18,"L horizon","G-lignin","Creosol",4542390
18,"L horizon","G-lignin","Dihydroconiferyl alcohol",756679
18,"L horizon","G-lignin","Phenol, 2-methoxy-",7281032
18,"L horizon","G-lignin","Phenol, 2-methoxy-4-(1-propenyl)-",671094
18,"L horizon","G-lignin","Phenol, 4-ethyl-2-methoxy-",1002690
18,"L horizon","G-lignin","Trans-Isoeugenol",3088310
18,"L horizon","G-lignin","Vanillin",2894601
18,"L horizon","G-lignin","Propioguaiacone",2370791
18,"L horizon","Aliphatic deriv.","Ketone",983331
18,"L horizon","Aliphatic deriv.","Ketone",486190
18,"L horizon","Aliphatic deriv.","n-alkane",277342
18,"L horizon","Aliphatic deriv.","n-alkane",288391
18,"L horizon","Aliphatic deriv.","n-alkane",440545
18,"L horizon","Aliphatic deriv.","n-alkane",350406
18,"L horizon","Aliphatic deriv.","n-alkane",218200
18,"L horizon","Aliphatic deriv.","n-alkane",735438
18,"L horizon","Aliphatic deriv.","n-alkane",305104
18,"L horizon","Aliphatic deriv.","n-alkane",410601
18,"L horizon","Aliphatic deriv.","n-alkene",413643
18,"L horizon","Aliphatic deriv.","n-alkene",611734
18,"L horizon","Aliphatic deriv.","n-alkene",536905
18,"L horizon","Aliphatic deriv.","n-alkene",725856
18,"L horizon","Aliphatic deriv.","n-alkene",961380
18,"L horizon","Aliphatic deriv.","n-alkene",958882
18,"L horizon","Aliphatic deriv.","n-alkene",1391943
18,"L horizon","Aliphatic deriv.","n-alkene",1026868
18,"L horizon","Aliphatic deriv.","n-alkene",168899
18,"L horizon","Aliphatic deriv.","n-alkene",467579
18,"L horizon","Aliphatic deriv.","n-alkene",1015050
18,"L horizon","N-compound","Cyclo (Pro-Pro)",304428
18,"L horizon","N-compound","Cyclo (Leu-Pro)",103163
18,"L horizon","N-compound","Diketodipyrrole",121024
18,"L horizon","N-compound","Pyridine, 4-methyl-",55022
18,"L horizon","Phenol","4-vinyl-phenol",2967921
18,"L horizon","Phenol","Phenol",806014
18,"L horizon","Phenol","Phenol, 3-methyl-",1843232
18,"L horizon","S-lignin","4-methyl-syringol",102317
18,"L horizon","S-lignin","4-vinyl-syringol",532255
18,"L horizon","S-lignin","Ethanone, 1-(4-hydroxy-3,5-dimethoxyphenyl)-",122499
18,"L horizon","S-lignin","Phenol, 2,6-dimethoxy-",169631
18,"L horizon","S-lignin","Phenol, 2,6-dimethoxy-4-(2-propenyl)-",156857
18,"L horizon","S-lignin","Syringyl acetone",73329
18,"L horizon","Others","Beta-Sitosterol",1350019
18,"L horizon","Others","Stigmast-4-en-3-one",565580
18,"L horizon","Others","Stigmastan-3,5-diene",725584
18,"L horizon","Unknown","Unknown",110515519
18,"L horizon","Others","Gamma-Tocopherol",404227
18,"L horizon","Others","Vitamin E",591579
19,"L horizon","Aromatic deriv.","Benzaldehyde",111655
19,"L horizon","Aromatic deriv.","Benzene, 2-ethyl-1,3-dimethyl-",86343
19,"L horizon","Aromatic deriv.","Ethylbenzene",246566
19,"L horizon","Aromatic deriv.","Styrene",193476
19,"L horizon","Aromatic deriv.","Toluene",701131
19,"L horizon","Carbohydrate","2H-Furan-3-one",1552174
19,"L horizon","Carbohydrate","1-Acetyloxypropane-2-one",371210
19,"L horizon","Carbohydrate","1,2-Cyclopentanedione, 3-methyl-",1002238
19,"L horizon","Carbohydrate","1,6-Anhydro-alpha-D-galactofuranose",902752
19,"L horizon","Carbohydrate","2-Cyclopenten-1-one, 2-hydroxy-3-methyl-",820532
19,"L horizon","Carbohydrate","2-Cyclopenten-1-one, 2-methyl-",206719
19,"L horizon","Carbohydrate","2-Furancarboxaldehyde, 5-methyl-",808260
19,"L horizon","Carbohydrate","2-Furanmethanol",283523
19,"L horizon","Carbohydrate","2-Propanone, 1-hydroxy-",1481040
19,"L horizon","Carbohydrate","2,3-Dihydro-5-methylfuran-2-one",1808363
19,"L horizon","Carbohydrate","2,5-Dimethyl-4-hydroxy-3(2H)-furanone",1689542
19,"L horizon","Carbohydrate","2(3H)-Furanone, 5-methyl-",298510
19,"L horizon","Carbohydrate","2(5H)-Furanone",591911
19,"L horizon","Carbohydrate","2(5H)-Furanone, 5-methyl-",223697
19,"L horizon","Carbohydrate","4-Cyclopentene-1,3-dione",394398
19,"L horizon","Carbohydrate","4-Hydroxy-3-methyl-(5H)-furanone",832513
19,"L horizon","Carbohydrate","4-Hydroxy-5,6-dihydro-(2H)-pyran-2-one",3872118
19,"L horizon","Carbohydrate","Acetic acid",5391620
19,"L horizon","Carbohydrate","Anhydropentose/anhydro-cyclofuranose",4341966
19,"L horizon","Carbohydrate","Levoglucosan",36851233
19,"L horizon","Carbohydrate","Butanedial",511196
19,"L horizon","Carbohydrate","Butyraldehyde",10808408
19,"L horizon","Carbohydrate","Dianhydrorhamnose",1591985
19,"L horizon","Carbohydrate","Ethanone, 1-(2-furanyl)-",163334
19,"L horizon","Carbohydrate","Furfural",2176421
19,"L horizon","Carbohydrate","Levoglucosenone and Maltol",1359746
19,"L horizon","Carbohydrate","Levosugars1",5026687
19,"L horizon","Carbohydrate","Levosugars2",897109
19,"L horizon","Carbohydrate","Levosugars3",2298108
19,"L horizon","Aliphatic deriv.","n-fatty acid",380836
19,"L horizon","Aliphatic deriv.","n-fatty acid",666981
19,"L horizon","Others","Phytadiene1",231942
19,"L horizon","Others","Phytadiene3",148661
19,"L horizon","Others","Prist-1-ene",411493
19,"L horizon","CO2","Carbon dioxide",61611694
19,"L horizon","G-lignin","2-Methoxy-4-vinylphenol",7233033
19,"L horizon","G-lignin","Apocynin",3671639
19,"L horizon","G-lignin","Coniferaldehyde",1331204
19,"L horizon","G-lignin","Coniferyl alcohol trans",2818131
19,"L horizon","G-lignin","Creosol",4301846
19,"L horizon","G-lignin","Dihydroconiferyl alcohol",1042836
19,"L horizon","G-lignin","Phenol, 2-methoxy-",5989105
19,"L horizon","G-lignin","Phenol, 2-methoxy-4-(1-propenyl)-",1032364
19,"L horizon","G-lignin","Phenol, 4-ethyl-2-methoxy-",1097590
19,"L horizon","G-lignin","Trans-Isoeugenol",4549363
19,"L horizon","G-lignin","Vanillin",2596878
19,"L horizon","G-lignin","Propioguaiacone",1661217
19,"L horizon","Aliphatic deriv.","Ketone",726440
19,"L horizon","Aliphatic deriv.","Ketone",291263
19,"L horizon","Aliphatic deriv.","n-alkane",319643
19,"L horizon","Aliphatic deriv.","n-alkane",275866
19,"L horizon","Aliphatic deriv.","n-alkane",561108
19,"L horizon","Aliphatic deriv.","n-alkane",389182
19,"L horizon","Aliphatic deriv.","n-alkane",138114
19,"L horizon","Aliphatic deriv.","n-alkane",310815
19,"L horizon","Aliphatic deriv.","n-alkane",205445
19,"L horizon","Aliphatic deriv.","n-alkane",289102
19,"L horizon","Aliphatic deriv.","n-alkene",329554
19,"L horizon","Aliphatic deriv.","n-alkene",717561
19,"L horizon","Aliphatic deriv.","n-alkene",690078
19,"L horizon","Aliphatic deriv.","n-alkene",612525
19,"L horizon","Aliphatic deriv.","n-alkene",883562
19,"L horizon","Aliphatic deriv.","n-alkene",1090376
19,"L horizon","Aliphatic deriv.","n-alkene",1514941
19,"L horizon","Aliphatic deriv.","n-alkene",798134
19,"L horizon","Aliphatic deriv.","n-alkene",221282
19,"L horizon","Aliphatic deriv.","n-alkene",195240
19,"L horizon","Aliphatic deriv.","n-alkene",791072
19,"L horizon","N-compound","Cyclo (Pro-Pro)",437683
19,"L horizon","N-compound","Cyclo (Leu-Pro)",136978
19,"L horizon","N-compound","Diketodipyrrole",249837
19,"L horizon","N-compound","Pyridine, 4-methyl-",126184
19,"L horizon","Phenol","4-vinyl-phenol",4585448
19,"L horizon","Phenol","Phenol",864976
19,"L horizon","Phenol","Phenol, 3-methyl-",2733991
19,"L horizon","S-lignin","4-methyl-syringol",288422
19,"L horizon","S-lignin","4-vinyl-syringol",1109386
19,"L horizon","S-lignin","Ethanone, 1-(4-hydroxy-3,5-dimethoxyphenyl)-",383362
19,"L horizon","S-lignin","Phenol, 2,6-dimethoxy-",387117
19,"L horizon","S-lignin","Phenol, 2,6-dimethoxy-4-(2-propenyl)-",453609
19,"L horizon","S-lignin","Syringyl acetone",123006
19,"L horizon","Others","Beta-Sitosterol",2096763
19,"L horizon","Others","Stigmast-4-en-3-one",53924
19,"L horizon","Others","Stigmastan-3,5-diene",1141515
19,"L horizon","Unknown","Unknown",115034776
19,"L horizon","Others","Gamma-Tocopherol",382687
19,"L horizon","Others","Vitamin E",602717
20,"L horizon","Aromatic deriv.","Benzaldehyde",169336
20,"L horizon","Aromatic deriv.","Benzene, 2-ethyl-1,3-dimethyl-",122798
20,"L horizon","Aromatic deriv.","Ethylbenzene",278731
20,"L horizon","Aromatic deriv.","Styrene",302494
20,"L horizon","Aromatic deriv.","Toluene",453080
20,"L horizon","Carbohydrate","2H-Furan-3-one",1665931
20,"L horizon","Carbohydrate","1-Acetyloxypropane-2-one",304833
20,"L horizon","Carbohydrate","1,2-Cyclopentanedione, 3-methyl-",927998
20,"L horizon","Carbohydrate","1,6-Anhydro-alpha-D-galactofuranose",4424335
20,"L horizon","Carbohydrate","2-Cyclopenten-1-one, 2-hydroxy-3-methyl-",668427
20,"L horizon","Carbohydrate","2-Cyclopenten-1-one, 2-methyl-",173742
20,"L horizon","Carbohydrate","2-Furancarboxaldehyde, 5-methyl-",940596
20,"L horizon","Carbohydrate","2-Furanmethanol",125912
20,"L horizon","Carbohydrate","2-Propanone, 1-hydroxy-",710522
20,"L horizon","Carbohydrate","2,3-Dihydro-5-methylfuran-2-one",1132615
20,"L horizon","Carbohydrate","2,5-Dimethyl-4-hydroxy-3(2H)-furanone",1040452
20,"L horizon","Carbohydrate","2(3H)-Furanone, 5-methyl-",330016
20,"L horizon","Carbohydrate","2(5H)-Furanone",485531
20,"L horizon","Carbohydrate","2(5H)-Furanone, 5-methyl-",223264
20,"L horizon","Carbohydrate","4-Cyclopentene-1,3-dione",349337
20,"L horizon","Carbohydrate","4-Hydroxy-3-methyl-(5H)-furanone",490649
20,"L horizon","Carbohydrate","4-Hydroxy-5,6-dihydro-(2H)-pyran-2-one",2970156
20,"L horizon","Carbohydrate","Acetic acid",4219804
20,"L horizon","Carbohydrate","Anhydropentose/anhydro-cyclofuranose",4968671
20,"L horizon","Carbohydrate","Levoglucosan",62302883
20,"L horizon","Carbohydrate","Butanedial",218581
20,"L horizon","Carbohydrate","Butyraldehyde",10079844
20,"L horizon","Carbohydrate","Dianhydrorhamnose",1573973
20,"L horizon","Carbohydrate","Ethanone, 1-(2-furanyl)-",191191
20,"L horizon","Carbohydrate","Furfural",2460148
20,"L horizon","Carbohydrate","Levoglucosenone and Maltol",1316647
20,"L horizon","Carbohydrate","Levosugars1",6320467
20,"L horizon","Carbohydrate","Levosugars2",266248
20,"L horizon","Carbohydrate","Levosugars3",1872423
20,"L horizon","Aliphatic deriv.","n-fatty acid",330587
20,"L horizon","Aliphatic deriv.","n-fatty acid",745372
20,"L horizon","Others","Phytadiene1",222188
20,"L horizon","Others","Phytadiene3",235360
20,"L horizon","Others","Prist-1-ene",430734
20,"L horizon","CO2","Carbon dioxide",74614376
20,"L horizon","G-lignin","2-Methoxy-4-vinylphenol",10193609
20,"L horizon","G-lignin","Apocynin",11202526
20,"L horizon","G-lignin","Coniferaldehyde",2712191
20,"L horizon","G-lignin","Coniferyl alcohol trans",1767883
20,"L horizon","G-lignin","Creosol",8345723
20,"L horizon","G-lignin","Dihydroconiferyl alcohol",1020008
20,"L horizon","G-lignin","Phenol, 2-methoxy-",16450236
20,"L horizon","G-lignin","Phenol, 2-methoxy-4-(1-propenyl)-",1256673
20,"L horizon","G-lignin","Phenol, 4-ethyl-2-methoxy-",1994958
20,"L horizon","G-lignin","Trans-Isoeugenol",5781308
20,"L horizon","G-lignin","Vanillin",7209282
20,"L horizon","G-lignin","Propioguaiacone",5189650
20,"L horizon","Aliphatic deriv.","Ketone",607674
20,"L horizon","Aliphatic deriv.","Ketone",469016
20,"L horizon","Aliphatic deriv.","n-alkane",264407
20,"L horizon","Aliphatic deriv.","n-alkane",295387
20,"L horizon","Aliphatic deriv.","n-alkane",420813
20,"L horizon","Aliphatic deriv.","n-alkane",450671
20,"L horizon","Aliphatic deriv.","n-alkane",155708
20,"L horizon","Aliphatic deriv.","n-alkane",510749
20,"L horizon","Aliphatic deriv.","n-alkane",313532
20,"L horizon","Aliphatic deriv.","n-alkane",135637
20,"L horizon","Aliphatic deriv.","n-alkene",244935
20,"L horizon","Aliphatic deriv.","n-alkene",550762
20,"L horizon","Aliphatic deriv.","n-alkene",859629
20,"L horizon","Aliphatic deriv.","n-alkene",592553
20,"L horizon","Aliphatic deriv.","n-alkene",798742
20,"L horizon","Aliphatic deriv.","n-alkene",987960
20,"L horizon","Aliphatic deriv.","n-alkene",1224102
20,"L horizon","Aliphatic deriv.","n-alkene",773830
20,"L horizon","Aliphatic deriv.","n-alkene",200217
20,"L horizon","Aliphatic deriv.","n-alkene",272227
20,"L horizon","Aliphatic deriv.","n-alkene",1312017
20,"L horizon","N-compound","Cyclo (Pro-Pro)",437025
20,"L horizon","N-compound","Cyclo (Leu-Pro)",132711
20,"L horizon","N-compound","Diketodipyrrole",271682
20,"L horizon","N-compound","Pyridine, 4-methyl-",77331
20,"L horizon","Phenol","4-vinyl-phenol",3403975
20,"L horizon","Phenol","Phenol",1017928
20,"L horizon","Phenol","Phenol, 3-methyl-",2913969
20,"L horizon","S-lignin","4-methyl-syringol",137875
20,"L horizon","S-lignin","4-vinyl-syringol",862647
20,"L horizon","S-lignin","Ethanone, 1-(4-hydroxy-3,5-dimethoxyphenyl)-",209988
20,"L horizon","S-lignin","Phenol, 2,6-dimethoxy-",212096
20,"L horizon","S-lignin","Phenol, 2,6-dimethoxy-4-(2-propenyl)-",206214
20,"L horizon","S-lignin","Syringyl acetone",64661
20,"L horizon","Others","Beta-Sitosterol",2012764
20,"L horizon","Others","Stigmast-4-en-3-one",209805
20,"L horizon","Others","Stigmastan-3,5-diene",964241
20,"L horizon","Unknown","Unknown",118762469
20,"L horizon","Others","Gamma-Tocopherol",233799
20,"L horizon","Others","Vitamin E",400606
21,"L horizon","Aromatic deriv.","Benzaldehyde",140593
21,"L horizon","Aromatic deriv.","Benzene, 2-ethyl-1,3-dimethyl-",165161
21,"L horizon","Aromatic deriv.","Ethylbenzene",597611
21,"L horizon","Aromatic deriv.","Styrene",319394
21,"L horizon","Aromatic deriv.","Toluene",1172842
21,"L horizon","Carbohydrate","2H-Furan-3-one",2566604
21,"L horizon","Carbohydrate","1-Acetyloxypropane-2-one",541300
21,"L horizon","Carbohydrate","1,2-Cyclopentanedione, 3-methyl-",1189364
21,"L horizon","Carbohydrate","1,6-Anhydro-alpha-D-galactofuranose",988261
21,"L horizon","Carbohydrate","2-Cyclopenten-1-one, 2-hydroxy-3-methyl-",1097879
21,"L horizon","Carbohydrate","2-Cyclopenten-1-one, 2-methyl-",321823
21,"L horizon","Carbohydrate","2-Furancarboxaldehyde, 5-methyl-",1039467
21,"L horizon","Carbohydrate","2-Furanmethanol",361702
21,"L horizon","Carbohydrate","2-Propanone, 1-hydroxy-",1748522
21,"L horizon","Carbohydrate","2,3-Dihydro-5-methylfuran-2-one",1511033
21,"L horizon","Carbohydrate","2,5-Dimethyl-4-hydroxy-3(2H)-furanone",1747301
21,"L horizon","Carbohydrate","2(3H)-Furanone, 5-methyl-",488331
21,"L horizon","Carbohydrate","2(5H)-Furanone",583593
21,"L horizon","Carbohydrate","2(5H)-Furanone, 5-methyl-",274737
21,"L horizon","Carbohydrate","4-Cyclopentene-1,3-dione",572227
21,"L horizon","Carbohydrate","4-Hydroxy-3-methyl-(5H)-furanone",515794
21,"L horizon","Carbohydrate","4-Hydroxy-5,6-dihydro-(2H)-pyran-2-one",3440990
21,"L horizon","Carbohydrate","Acetic acid",11025384
21,"L horizon","Carbohydrate","Anhydropentose/anhydro-cyclofuranose",3765940
21,"L horizon","Carbohydrate","Levoglucosan",44884241
21,"L horizon","Carbohydrate","Butanedial",486815
21,"L horizon","Carbohydrate","Butyraldehyde",16699641
21,"L horizon","Carbohydrate","Dianhydrorhamnose",1533958
21,"L horizon","Carbohydrate","Ethanone, 1-(2-furanyl)-",249675
21,"L horizon","Carbohydrate","Furfural",3121107
21,"L horizon","Carbohydrate","Levoglucosenone and Maltol",1534066
21,"L horizon","Carbohydrate","Levosugars1",6122353
21,"L horizon","Carbohydrate","Levosugars2",20202314
21,"L horizon","Carbohydrate","Levosugars3",3142239
21,"L horizon","Aliphatic deriv.","n-fatty acid",539238
21,"L horizon","Aliphatic deriv.","n-fatty acid",647010
21,"L horizon","Others","Phytadiene1",309799
21,"L horizon","Others","Phytadiene3",138490
21,"L horizon","Others","Prist-1-ene",1104586
21,"L horizon","CO2","Carbon dioxide",103184386
21,"L horizon","G-lignin","2-Methoxy-4-vinylphenol",7662123
21,"L horizon","G-lignin","Apocynin",4935039
21,"L horizon","G-lignin","Coniferaldehyde",1474847
21,"L horizon","G-lignin","Coniferyl alcohol trans",1595661
21,"L horizon","G-lignin","Creosol",5382288
21,"L horizon","G-lignin","Dihydroconiferyl alcohol",1084930
21,"L horizon","G-lignin","Phenol, 2-methoxy-",7662621
21,"L horizon","G-lignin","Phenol, 2-methoxy-4-(1-propenyl)-",1033192
21,"L horizon","G-lignin","Phenol, 4-ethyl-2-methoxy-",1367773
21,"L horizon","G-lignin","Trans-Isoeugenol",5123151
21,"L horizon","G-lignin","Vanillin",2940911
21,"L horizon","G-lignin","Propioguaiacone",2467292
21,"L horizon","Aliphatic deriv.","Ketone",617642
21,"L horizon","Aliphatic deriv.","Ketone",528996
21,"L horizon","Aliphatic deriv.","n-alkane",391638
21,"L horizon","Aliphatic deriv.","n-alkane",310414
21,"L horizon","Aliphatic deriv.","n-alkane",512512
21,"L horizon","Aliphatic deriv.","n-alkane",442931
21,"L horizon","Aliphatic deriv.","n-alkane",196832
21,"L horizon","Aliphatic deriv.","n-alkane",1001827
21,"L horizon","Aliphatic deriv.","n-alkane",478131
21,"L horizon","Aliphatic deriv.","n-alkane",307741
