"id","horizon","category","compound","peak_area"
1,"F/H horizon","Aromatic deriv.","P-Xylene",3893910
1,"F/H horizon","Aromatic deriv.","Toluene",4879554
1,"F/H horizon","Carbohydrate","2-Cyclopenten-1-one, 2-hydroxy-3-methyl-",3576109
1,"F/H horizon","Carbohydrate","2-Furancarboxaldehyde, 5-methyl-",3225440
1,"F/H horizon","Carbohydrate","2,3-Dihydro-5-methylfuran-2-one",5061418
1,"F/H horizon","Carbohydrate","2,5-Dimethyl-4-hydroxy-3(2H)-furanone",4460495
1,"F/H horizon","Carbohydrate","2(5H)-Furanone, 5-methyl-",738539
1,"F/H horizon","Carbohydrate","2H-Furan-3-one",6445615
1,"F/H horizon","Carbohydrate","3-Furaldehyde",6215926
1,"F/H horizon","Carbohydrate","4-Hydroxy-5,6-dihydro-(2H)-pyran-2-one",8623936
1,"F/H horizon","Carbohydrate","Acetic acid",20251445
1,"F/H horizon","Carbohydrate","Anhydropentose/anhydro-cyclofuranose",13465879
1,"F/H horizon","Carbohydrate","Benzofuran, 2,3-dihydro-",12237953
1,"F/H horizon","Carbohydrate","Levoglucosan",161633512
1,"F/H horizon","Carbohydrate","Butyraldehyde",17544153
1,"F/H horizon","Carbohydrate","Dianhydrorhamnose",4822393
1,"F/H horizon","Carbohydrate","Levoglucosenone",4239526
1,"F/H horizon","Aliphatic deriv.","n-fatty acid",5040895
1,"F/H horizon","Aliphatic deriv.","n-fatty acid",625669
1,"F/H horizon","Aliphatic deriv.","n-fatty acid",868701
1,"F/H horizon","Aliphatic deriv.","Carboxylic-acid",4617041
1,"F/H horizon","Others","Phytadiene1",838618
1,"F/H horizon","Others","Phytadiene2",1137461
1,"F/H horizon","Others","Phytadiene3",668954
1,"F/H horizon","Others","Prist-1-ene",2709927
1,"F/H horizon","CO2","Carbon dioxide",152101102
1,"F/H horizon","G-lignin","2-Methoxy-4-vinylphenol",15093676
1,"F/H horizon","G-lignin","Benzoic acid, 4-hydroxy-3-methoxy-, methyl ester",1911571
1,"F/H horizon","G-lignin","Creosol",11788670
1,"F/H horizon","G-lignin","Dihydroconiferyl alcohol",2029935
1,"F/H horizon","G-lignin","Eugenol",2462586
1,"F/H horizon","G-lignin","Phenol, 2-methoxy-",15201804
1,"F/H horizon","G-lignin","Trans-Isoeugenol",20906890
1,"F/H horizon","G-lignin","Vanillin",4321763
1,"F/H horizon","Others","22,29,30 trisnorhop17(21)-ene",308164
1,"F/H horizon","Aliphatic deriv.","Ketone",321008
1,"F/H horizon","Aliphatic deriv.","Ketone",1227166
1,"F/H horizon","Aliphatic deriv.","Ketone",1157987
1,"F/H horizon","Aliphatic deriv.","n-alkane",909081
1,"F/H horizon","Aliphatic deriv.","n-alkane",846905
1,"F/H horizon","Aliphatic deriv.","n-alkane",1291753
1,"F/H horizon","Aliphatic deriv.","n-alkane",1064177
1,"F/H horizon","Aliphatic deriv.","n-alkane",802550
1,"F/H horizon","Aliphatic deriv.","n-alkane",778983
1,"F/H horizon","Aliphatic deriv.","n-alkane",2687461
1,"F/H horizon","Aliphatic deriv.","n-alkane",2539492
1,"F/H horizon","Aliphatic deriv.","n-alkane",420348
1,"F/H horizon","Aliphatic deriv.","n-alkene",1783886
1,"F/H horizon","Aliphatic deriv.","n-alkene",1504636
1,"F/H horizon","Aliphatic deriv.","n-alkene",2926302
1,"F/H horizon","Aliphatic deriv.","n-alkene",987165
1,"F/H horizon","Aliphatic deriv.","n-alkene",1341849
1,"F/H horizon","Aliphatic deriv.","n-alkene",1027957
1,"F/H horizon","Aliphatic deriv.","n-alkene",1775082
1,"F/H horizon","Aliphatic deriv.","n-alkene",2120094
1,"F/H horizon","Aliphatic deriv.","n-alkene",764741
1,"F/H horizon","Aliphatic deriv.","n-alkene",732793
1,"F/H horizon","Aliphatic deriv.","n-alkene",3024250
1,"F/H horizon","N-compound","Cyclo (Pro-Pro)",1642866
1,"F/H horizon","N-compound","Cyclo (Leu-Pro)",648904
1,"F/H horizon","N-compound","Cyclo (Pro-Val)",369908
1,"F/H horizon","N-compound","Methyl N-acetyl-alpha-D-glucosaminide",3807476
1,"F/H horizon","N-compound","Pyrrole/Pyridine",2837563
1,"F/H horizon","Aliphatic deriv.","Other-aliphatics",200021
1,"F/H horizon","Phenol","P-Cresol",7938502
1,"F/H horizon","Phenol","Phenol",5506403
1,"F/H horizon","S-lignin","Phenol, 2,6-dimethoxy-",899243
1,"F/H horizon","Others","Beta-Sitosterol",4475734
1,"F/H horizon","Others","Cholesta-4,6-dien-3-ol,",3711989
1,"F/H horizon","Others","Stigmastan-3,5-diene",5933343
1,"F/H horizon","Unknown","Unknown",216244928
1,"F/H horizon","Others","Gamma-Tocopherol",1295826
1,"F/H horizon","Others","Vitamin E",1666419
2,"F/H horizon","Aromatic deriv.","P-Xylene",1876789
2,"F/H horizon","Aromatic deriv.","Toluene",2248275
2,"F/H horizon","Carbohydrate","2-Cyclopenten-1-one, 2-hydroxy-3-methyl-",1672234
2,"F/H horizon","Carbohydrate","2-Furancarboxaldehyde, 5-methyl-",1175470
2,"F/H horizon","Carbohydrate","2,3-Dihydro-5-methylfuran-2-one",1864930
2,"F/H horizon","Carbohydrate","2,5-Dimethyl-4-hydroxy-3(2H)-furanone",1799365
2,"F/H horizon","Carbohydrate","2(5H)-Furanone, 5-methyl-",296612
2,"F/H horizon","Carbohydrate","2H-Furan-3-one",2590416
2,"F/H horizon","Carbohydrate","3-Furaldehyde",2378815
2,"F/H horizon","Carbohydrate","4-Hydroxy-5,6-dihydro-(2H)-pyran-2-one",3761831
2,"F/H horizon","Carbohydrate","Acetic acid",8693070
2,"F/H horizon","Carbohydrate","Anhydropentose/anhydro-cyclofuranose",7085815
2,"F/H horizon","Carbohydrate","Benzofuran, 2,3-dihydro-",6662214
2,"F/H horizon","Carbohydrate","Levoglucosan",87539917
2,"F/H horizon","Carbohydrate","Butyraldehyde",8350484
2,"F/H horizon","Carbohydrate","Dianhydrorhamnose",1952519
2,"F/H horizon","Carbohydrate","Levoglucosenone",1974685
2,"F/H horizon","Aliphatic deriv.","n-fatty acid",1221329
2,"F/H horizon","Aliphatic deriv.","n-fatty acid",120485
2,"F/H horizon","Aliphatic deriv.","n-fatty acid",125341
2,"F/H horizon","Aliphatic deriv.","Carboxylic-acid",522746
2,"F/H horizon","Others","Phytadiene1",442673
2,"F/H horizon","Others","Phytadiene2",570773
2,"F/H horizon","Others","Phytadiene3",338811
2,"F/H horizon","Others","Prist-1-ene",1147674
2,"F/H horizon","CO2","Carbon dioxide",74351626
2,"F/H horizon","G-lignin","2-Methoxy-4-vinylphenol",8014523
2,"F/H horizon","G-lignin","Benzoic acid, 4-hydroxy-3-methoxy-, methyl ester",1240604
2,"F/H horizon","G-lignin","Creosol",5842394
2,"F/H horizon","G-lignin","Dihydroconiferyl alcohol",771629
2,"F/H horizon","G-lignin","Eugenol",1219939
2,"F/H horizon","G-lignin","Phenol, 2-methoxy-",8021364
2,"F/H horizon","G-lignin","Trans-Isoeugenol",13422694
2,"F/H horizon","G-lignin","Vanillin",2642530
2,"F/H horizon","Others","22,29,30 trisnorhop17(21)-ene",137846
2,"F/H horizon","Aliphatic deriv.","Ketone",367231
2,"F/H horizon","Aliphatic deriv.","Ketone",637304
2,"F/H horizon","Aliphatic deriv.","Ketone",892414
2,"F/H horizon","Aliphatic deriv.","n-alkane",481751
2,"F/H horizon","Aliphatic deriv.","n-alkane",409277
2,"F/H horizon","Aliphatic deriv.","n-alkane",663956
2,"F/H horizon","Aliphatic deriv.","n-alkane",624462
2,"F/H horizon","Aliphatic deriv.","n-alkane",432330
2,"F/H horizon","Aliphatic deriv.","n-alkane",302071
2,"F/H horizon","Aliphatic deriv.","n-alkane",1144227
2,"F/H horizon","Aliphatic deriv.","n-alkane",1521701
2,"F/H horizon","Aliphatic deriv.","n-alkane",244439
2,"F/H horizon","Aliphatic deriv.","n-alkene",834257
2,"F/H horizon","Aliphatic deriv.","n-alkene",577792
2,"F/H horizon","Aliphatic deriv.","n-alkene",1312491
2,"F/H horizon","Aliphatic deriv.","n-alkene",520701
2,"F/H horizon","Aliphatic deriv.","n-alkene",771363
2,"F/H horizon","Aliphatic deriv.","n-alkene",702655
2,"F/H horizon","Aliphatic deriv.","n-alkene",1418707
2,"F/H horizon","Aliphatic deriv.","n-alkene",1032232
2,"F/H horizon","Aliphatic deriv.","n-alkene",347798
2,"F/H horizon","Aliphatic deriv.","n-alkene",278271
2,"F/H horizon","Aliphatic deriv.","n-alkene",2454431
2,"F/H horizon","N-compound","Cyclo (Pro-Pro)",841095
2,"F/H horizon","N-compound","Cyclo (Leu-Pro)",336702
2,"F/H horizon","N-compound","Cyclo (Pro-Val)",165607
2,"F/H horizon","N-compound","Methyl N-acetyl-alpha-D-glucosaminide",2022368
2,"F/H horizon","N-compound","Pyrrole/Pyridine",1219762
2,"F/H horizon","Aliphatic deriv.","Other-aliphatics",105304
2,"F/H horizon","Phenol","P-Cresol",3889448
2,"F/H horizon","Phenol","Phenol",2613374
2,"F/H horizon","S-lignin","Phenol, 2,6-dimethoxy-",670671
2,"F/H horizon","Others","Beta-Sitosterol",1695167
2,"F/H horizon","Others","Cholesta-4,6-dien-3-ol,",2171538
2,"F/H horizon","Others","Stigmastan-3,5-diene",2496517
2,"F/H horizon","Unknown","Unknown",101250263
2,"F/H horizon","Others","Gamma-Tocopherol",430372
2,"F/H horizon","Others","Vitamin E",759986
3,"F/H horizon","Aromatic deriv.","P-Xylene",3126759
3,"F/H horizon","Aromatic deriv.","Toluene",2704093
3,"F/H horizon","Carbohydrate","2-Cyclopenten-1-one, 2-hydroxy-3-methyl-",2692101
3,"F/H horizon","Carbohydrate","2-Furancarboxaldehyde, 5-methyl-",1916304
3,"F/H horizon","Carbohydrate","2,3-Dihydro-5-methylfuran-2-one",3480034
3,"F/H horizon","Carbohydrate","2,5-Dimethyl-4-hydroxy-3(2H)-furanone",2676740
3,"F/H horizon","Carbohydrate","2(5H)-Furanone, 5-methyl-",483253
3,"F/H horizon","Carbohydrate","2H-Furan-3-one",3268685
3,"F/H horizon","Carbohydrate","3-Furaldehyde",4005805
3,"F/H horizon","Carbohydrate","4-Hydroxy-5,6-dihydro-(2H)-pyran-2-one",6079032
3,"F/H horizon","Carbohydrate","Acetic acid",14883572
3,"F/H horizon","Carbohydrate","Anhydropentose/anhydro-cyclofuranose",10423675
3,"F/H horizon","Carbohydrate","Benzofuran, 2,3-dihydro-",10507025
3,"F/H horizon","Carbohydrate","Levoglucosan",113259821
3,"F/H horizon","Carbohydrate","Butyraldehyde",13494301
3,"F/H horizon","Carbohydrate","Dianhydrorhamnose",3291444
3,"F/H horizon","Carbohydrate","Levoglucosenone",3020502
3,"F/H horizon","Aliphatic deriv.","n-fatty acid",2128178
3,"F/H horizon","Aliphatic deriv.","n-fatty acid",246276
3,"F/H horizon","Aliphatic deriv.","n-fatty acid",292142
3,"F/H horizon","Aliphatic deriv.","Carboxylic-acid",1487133
3,"F/H horizon","Others","Phytadiene1",577603
3,"F/H horizon","Others","Phytadiene2",751862
3,"F/H horizon","Others","Phytadiene3",473231
3,"F/H horizon","Others","Prist-1-ene",1860342
3,"F/H horizon","CO2","Carbon dioxide",123412676
3,"F/H horizon","G-lignin","2-Methoxy-4-vinylphenol",12125666
3,"F/H horizon","G-lignin","Benzoic acid, 4-hydroxy-3-methoxy-, methyl ester",1583721
3,"F/H horizon","G-lignin","Creosol",9242765
3,"F/H horizon","G-lignin","Dihydroconiferyl alcohol",1634938
3,"F/H horizon","G-lignin","Eugenol",1978855
3,"F/H horizon","G-lignin","Phenol, 2-methoxy-",13757682
3,"F/H horizon","G-lignin","Trans-Isoeugenol",17820247
3,"F/H horizon","G-lignin","Vanillin",3924605
3,"F/H horizon","Others","22,29,30 trisnorhop17(21)-ene",190675
3,"F/H horizon","Aliphatic deriv.","Ketone",418384
3,"F/H horizon","Aliphatic deriv.","Ketone",952693
3,"F/H horizon","Aliphatic deriv.","Ketone",1152179
3,"F/H horizon","Aliphatic deriv.","n-alkane",630830
3,"F/H horizon","Aliphatic deriv.","n-alkane",585257
3,"F/H horizon","Aliphatic deriv.","n-alkane",790599
3,"F/H horizon","Aliphatic deriv.","n-alkane",650333
3,"F/H horizon","Aliphatic deriv.","n-alkane",441811
3,"F/H horizon","Aliphatic deriv.","n-alkane",533288
3,"F/H horizon","Aliphatic deriv.","n-alkane",1633411
3,"F/H horizon","Aliphatic deriv.","n-alkane",2083807
3,"F/H horizon","Aliphatic deriv.","n-alkane",325260
3,"F/H horizon","Aliphatic deriv.","n-alkene",1230004
3,"F/H horizon","Aliphatic deriv.","n-alkene",359924
3,"F/H horizon","Aliphatic deriv.","n-alkene",1673326
3,"F/H horizon","Aliphatic deriv.","n-alkene",525396
3,"F/H horizon","Aliphatic deriv.","n-alkene",800330
3,"F/H horizon","Aliphatic deriv.","n-alkene",760234
3,"F/H horizon","Aliphatic deriv.","n-alkene",1338469
3,"F/H horizon","Aliphatic deriv.","n-alkene",1270441
3,"F/H horizon","Aliphatic deriv.","n-alkene",179780
3,"F/H horizon","Aliphatic deriv.","n-alkene",449917
3,"F/H horizon","Aliphatic deriv.","n-alkene",2344947
3,"F/H horizon","N-compound","Cyclo (Pro-Pro)",1116220
3,"F/H horizon","N-compound","Cyclo (Leu-Pro)",476722
3,"F/H horizon","N-compound","Cyclo (Pro-Val)",245269
3,"F/H horizon","N-compound","Methyl N-acetyl-alpha-D-glucosaminide",4169363
3,"F/H horizon","N-compound","Pyrrole/Pyridine",2039403
3,"F/H horizon","Aliphatic deriv.","Other-aliphatics",146640
3,"F/H horizon","Phenol","P-Cresol",5581612
3,"F/H horizon","Phenol","Phenol",4538058
3,"F/H horizon","S-lignin","Phenol, 2,6-dimethoxy-",719469
3,"F/H horizon","Others","Beta-Sitosterol",4688834
3,"F/H horizon","Others","Cholesta-4,6-dien-3-ol,",2055396
3,"F/H horizon","Others","Stigmastan-3,5-diene",3561304
3,"F/H horizon","Unknown","Unknown",152595367
3,"F/H horizon","Others","Gamma-Tocopherol",918255
3,"F/H horizon","Others","Vitamin E",1299052
4,"F/H horizon","Aromatic deriv.","P-Xylene",2590323
4,"F/H horizon","Aromatic deriv.","Toluene",2385547
4,"F/H horizon","Carbohydrate","2-Cyclopenten-1-one, 2-hydroxy-3-methyl-",1888015
4,"F/H horizon","Carbohydrate","2-Furancarboxaldehyde, 5-methyl-",1496321
4,"F/H horizon","Carbohydrate","2,3-Dihydro-5-methylfuran-2-one",1868253
4,"F/H horizon","Carbohydrate","2,5-Dimethyl-4-hydroxy-3(2H)-furanone",1320203
4,"F/H horizon","Carbohydrate","2(5H)-Furanone, 5-methyl-",330167
4,"F/H horizon","Carbohydrate","2H-Furan-3-one",2173019
4,"F/H horizon","Carbohydrate","3-Furaldehyde",3167651
4,"F/H horizon","Carbohydrate","4-Hydroxy-5,6-dihydro-(2H)-pyran-2-one",3534156
4,"F/H horizon","Carbohydrate","Acetic acid",8038176
4,"F/H horizon","Carbohydrate","Anhydropentose/anhydro-cyclofuranose",6767622
4,"F/H horizon","Carbohydrate","Benzofuran, 2,3-dihydro-",4840727
4,"F/H horizon","Carbohydrate","Levoglucosan",103614013
4,"F/H horizon","Carbohydrate","Butyraldehyde",8589351
4,"F/H horizon","Carbohydrate","Dianhydrorhamnose",1769046
4,"F/H horizon","Carbohydrate","Levoglucosenone",2980515
4,"F/H horizon","Aliphatic deriv.","n-fatty acid",983110
4,"F/H horizon","Aliphatic deriv.","n-fatty acid",53711
4,"F/H horizon","Aliphatic deriv.","n-fatty acid",54328
4,"F/H horizon","Aliphatic deriv.","Carboxylic-acid",386242
4,"F/H horizon","Others","Phytadiene1",372659
4,"F/H horizon","Others","Phytadiene2",384565
4,"F/H horizon","Others","Phytadiene3",374465
4,"F/H horizon","Others","Prist-1-ene",1069555
4,"F/H horizon","CO2","Carbon dioxide",95917258
4,"F/H horizon","G-lignin","2-Methoxy-4-vinylphenol",10998522
4,"F/H horizon","G-lignin","Benzoic acid, 4-hydroxy-3-methoxy-, methyl ester",2867893
4,"F/H horizon","G-lignin","Creosol",10262237
4,"F/H horizon","G-lignin","Dihydroconiferyl alcohol",1453336
4,"F/H horizon","G-lignin","Eugenol",1753879
4,"F/H horizon","G-lignin","Phenol, 2-methoxy-",15634956
4,"F/H horizon","G-lignin","Trans-Isoeugenol",13539835
4,"F/H horizon","G-lignin","Vanillin",6274480
4,"F/H horizon","Others","22,29,30 trisnorhop17(21)-ene",187030
4,"F/H horizon","Aliphatic deriv.","Ketone",90627
4,"F/H horizon","Aliphatic deriv.","Ketone",341342
4,"F/H horizon","Aliphatic deriv.","Ketone",249613
4,"F/H horizon","Aliphatic deriv.","n-alkane",321541
4,"F/H horizon","Aliphatic deriv.","n-alkane",197588
4,"F/H horizon","Aliphatic deriv.","n-alkane",515916
4,"F/H horizon","Aliphatic deriv.","n-alkane",401465
4,"F/H horizon","Aliphatic deriv.","n-alkane",236042
4,"F/H horizon","Aliphatic deriv.","n-alkane",754727
4,"F/H horizon","Aliphatic deriv.","n-alkane",510157
4,"F/H horizon","Aliphatic deriv.","n-alkane",900069
4,"F/H horizon","Aliphatic deriv.","n-alkane",85674
4,"F/H horizon","Aliphatic deriv.","n-alkene",516380
4,"F/H horizon","Aliphatic deriv.","n-alkene",365487
4,"F/H horizon","Aliphatic deriv.","n-alkene",949368
4,"F/H horizon","Aliphatic deriv.","n-alkene",286233
4,"F/H horizon","Aliphatic deriv.","n-alkene",301162
4,"F/H horizon","Aliphatic deriv.","n-alkene",386923
4,"F/H horizon","Aliphatic deriv.","n-alkene",554242
4,"F/H horizon","Aliphatic deriv.","n-alkene",574082
4,"F/H horizon","Aliphatic deriv.","n-alkene",330617
4,"F/H horizon","Aliphatic deriv.","n-alkene",291702
4,"F/H horizon","Aliphatic deriv.","n-alkene",910583
4,"F/H horizon","N-compound","Cyclo (Pro-Pro)",656707
4,"F/H horizon","N-compound","Cyclo (Leu-Pro)",246651
4,"F/H horizon","N-compound","Cyclo (Pro-Val)",142596
4,"F/H horizon","N-compound","Methyl N-acetyl-alpha-D-glucosaminide",1918774
4,"F/H horizon","N-compound","Pyrrole/Pyridine",1301715
4,"F/H horizon","Aliphatic deriv.","Other-aliphatics",55687
4,"F/H horizon","Phenol","P-Cresol",3682394
4,"F/H horizon","Phenol","Phenol",2682696
4,"F/H horizon","S-lignin","Phenol, 2,6-dimethoxy-",378539
4,"F/H horizon","Others","Beta-Sitosterol",2433131
4,"F/H horizon","Others","Cholesta-4,6-dien-3-ol,",1809622
4,"F/H horizon","Others","Stigmastan-3,5-diene",3304293
4,"F/H horizon","Unknown","Unknown",101539453
4,"F/H horizon","Others","Gamma-Tocopherol",473582
4,"F/H horizon","Others","Vitamin E",817548
5,"F/H horizon","Aromatic deriv.","P-Xylene",1962964
5,"F/H horizon","Aromatic deriv.","Toluene",2583555
5,"F/H horizon","Carbohydrate","2-Cyclopenten-1-one, 2-hydroxy-3-methyl-",3022324
5,"F/H horizon","Carbohydrate","2-Furancarboxaldehyde, 5-methyl-",2178659
5,"F/H horizon","Carbohydrate","2,3-Dihydro-5-methylfuran-2-one",3129841
5,"F/H horizon","Carbohydrate","2,5-Dimethyl-4-hydroxy-3(2H)-furanone",2180121
5,"F/H horizon","Carbohydrate","2(5H)-Furanone, 5-methyl-",394430
5,"F/H horizon","Carbohydrate","2H-Furan-3-one",4044785
5,"F/H horizon","Carbohydrate","3-Furaldehyde",4716482
5,"F/H horizon","Carbohydrate","4-Hydroxy-5,6-dihydro-(2H)-pyran-2-one",3434428
5,"F/H horizon","Carbohydrate","Acetic acid",12600562
5,"F/H horizon","Carbohydrate","Anhydropentose/anhydro-cyclofuranose",8432650
5,"F/H horizon","Carbohydrate","Benzofuran, 2,3-dihydro-",8277290
5,"F/H horizon","Carbohydrate","Levoglucosan",96798786
5,"F/H horizon","Carbohydrate","Butyraldehyde",14125042
5,"F/H horizon","Carbohydrate","Dianhydrorhamnose",1593863
5,"F/H horizon","Carbohydrate","Levoglucosenone",2852766
5,"F/H horizon","Aliphatic deriv.","n-fatty acid",1092008
5,"F/H horizon","Aliphatic deriv.","n-fatty acid",171931
5,"F/H horizon","Aliphatic deriv.","n-fatty acid",167455
5,"F/H horizon","Aliphatic deriv.","Carboxylic-acid",953813
5,"F/H horizon","Others","Phytadiene1",557162
5,"F/H horizon","Others","Phytadiene2",590686
5,"F/H horizon","Others","Phytadiene3",391748
5,"F/H horizon","Others","Prist-1-ene",1384629
5,"F/H horizon","CO2","Carbon dioxide",106317713
5,"F/H horizon","G-lignin","2-Methoxy-4-vinylphenol",10902947
5,"F/H horizon","G-lignin","Benzoic acid, 4-hydroxy-3-methoxy-, methyl ester",1902069
5,"F/H horizon","G-lignin","Creosol",10467806
5,"F/H horizon","G-lignin","Dihydroconiferyl alcohol",1674418
5,"F/H horizon","G-lignin","Eugenol",2173175
5,"F/H horizon","G-lignin","Phenol, 2-methoxy-",9369115
5,"F/H horizon","G-lignin","Trans-Isoeugenol",13065254
5,"F/H horizon","G-lignin","Vanillin",4390816
5,"F/H horizon","Others","22,29,30 trisnorhop17(21)-ene",199695
5,"F/H horizon","Aliphatic deriv.","Ketone",498760
5,"F/H horizon","Aliphatic deriv.","Ketone",790525
5,"F/H horizon","Aliphatic deriv.","Ketone",2597169
5,"F/H horizon","Aliphatic deriv.","n-alkane",599835
5,"F/H horizon","Aliphatic deriv.","n-alkane",506425
5,"F/H horizon","Aliphatic deriv.","n-alkane",741282
5,"F/H horizon","Aliphatic deriv.","n-alkane",711536
5,"F/H horizon","Aliphatic deriv.","n-alkane",608264
5,"F/H horizon","Aliphatic deriv.","n-alkane",362526
5,"F/H horizon","Aliphatic deriv.","n-alkane",2998151
5,"F/H horizon","Aliphatic deriv.","n-alkane",3285264
5,"F/H horizon","Aliphatic deriv.","n-alkane",398963
5,"F/H horizon","Aliphatic deriv.","n-alkene",916007
5,"F/H horizon","Aliphatic deriv.","n-alkene",913218
5,"F/H horizon","Aliphatic deriv.","n-alkene",1613781
5,"F/H horizon","Aliphatic deriv.","n-alkene",755203
5,"F/H horizon","Aliphatic deriv.","n-alkene",954070
5,"F/H horizon","Aliphatic deriv.","n-alkene",933893
5,"F/H horizon","Aliphatic deriv.","n-alkene",1434701
5,"F/H horizon","Aliphatic deriv.","n-alkene",1233476
5,"F/H horizon","Aliphatic deriv.","n-alkene",301910
5,"F/H horizon","Aliphatic deriv.","n-alkene",248277
5,"F/H horizon","Aliphatic deriv.","n-alkene",2037973
5,"F/H horizon","N-compound","Cyclo (Pro-Pro)",762177
5,"F/H horizon","N-compound","Cyclo (Leu-Pro)",313614
5,"F/H horizon","N-compound","Cyclo (Pro-Val)",137733
5,"F/H horizon","N-compound","Methyl N-acetyl-alpha-D-glucosaminide",1669748
5,"F/H horizon","N-compound","Pyrrole/Pyridine",1581834
5,"F/H horizon","Aliphatic deriv.","Other-aliphatics",66066
5,"F/H horizon","Phenol","P-Cresol",5890330
5,"F/H horizon","Phenol","Phenol",5525656
5,"F/H horizon","S-lignin","Phenol, 2,6-dimethoxy-",432769
5,"F/H horizon","Others","Beta-Sitosterol",1755836
5,"F/H horizon","Others","Cholesta-4,6-dien-3-ol,",628976
5,"F/H horizon","Others","Stigmastan-3,5-diene",1942832
5,"F/H horizon","Unknown","Unknown",126804843
5,"F/H horizon","Others","Gamma-Tocopherol",483214
5,"F/H horizon","Others","Vitamin E",772676
6,"F/H horizon","Aromatic deriv.","P-Xylene",1780433
6,"F/H horizon","Aromatic deriv.","Toluene",2535467
6,"F/H horizon","Carbohydrate","2-Cyclopenten-1-one, 2-hydroxy-3-methyl-",2325673
6,"F/H horizon","Carbohydrate","2-Furancarboxaldehyde, 5-methyl-",2103394
6,"F/H horizon","Carbohydrate","2,3-Dihydro-5-methylfuran-2-one",2312192
6,"F/H horizon","Carbohydrate","2,5-Dimethyl-4-hydroxy-3(2H)-furanone",1880300
6,"F/H horizon","Carbohydrate","2(5H)-Furanone, 5-methyl-",390239
6,"F/H horizon","Carbohydrate","2H-Furan-3-one",3681339
6,"F/H horizon","Carbohydrate","3-Furaldehyde",4511660
6,"F/H horizon","Carbohydrate","4-Hydroxy-5,6-dihydro-(2H)-pyran-2-one",2933619
6,"F/H horizon","Carbohydrate","Acetic acid",10154636
6,"F/H horizon","Carbohydrate","Anhydropentose/anhydro-cyclofuranose",4482244
6,"F/H horizon","Carbohydrate","Benzofuran, 2,3-dihydro-",4805750
6,"F/H horizon","Carbohydrate","Levoglucosan",82403392
6,"F/H horizon","Carbohydrate","Butyraldehyde",9507902
6,"F/H horizon","Carbohydrate","Dianhydrorhamnose",1817224
6,"F/H horizon","Carbohydrate","Levoglucosenone",2637301
6,"F/H horizon","Aliphatic deriv.","n-fatty acid",662986
6,"F/H horizon","Aliphatic deriv.","n-fatty acid",47522
6,"F/H horizon","Aliphatic deriv.","n-fatty acid",98948
6,"F/H horizon","Aliphatic deriv.","Carboxylic-acid",339679
6,"F/H horizon","Others","Phytadiene1",258150
6,"F/H horizon","Others","Phytadiene2",394071
6,"F/H horizon","Others","Phytadiene3",359905
6,"F/H horizon","Others","Prist-1-ene",1537280
6,"F/H horizon","CO2","Carbon dioxide",90164128
6,"F/H horizon","G-lignin","2-Methoxy-4-vinylphenol",5454233
6,"F/H horizon","G-lignin","Benzoic acid, 4-hydroxy-3-methoxy-, methyl ester",776832
6,"F/H horizon","G-lignin","Creosol",4807063
6,"F/H horizon","G-lignin","Dihydroconiferyl alcohol",690004
6,"F/H horizon","G-lignin","Eugenol",1173001
6,"F/H horizon","G-lignin","Phenol, 2-methoxy-",4743023
6,"F/H horizon","G-lignin","Trans-Isoeugenol",10945878
6,"F/H horizon","G-lignin","Vanillin",1888501
6,"F/H horizon","Others","22,29,30 trisnorhop17(21)-ene",176116
6,"F/H horizon","Aliphatic deriv.","Ketone",604453
6,"F/H horizon","Aliphatic deriv.","Ketone",1664527
6,"F/H horizon","Aliphatic deriv.","Ketone",642076
6,"F/H horizon","Aliphatic deriv.","n-alkane",670361
6,"F/H horizon","Aliphatic deriv.","n-alkane",559006
6,"F/H horizon","Aliphatic deriv.","n-alkane",886343
6,"F/H horizon","Aliphatic deriv.","n-alkane",777928
6,"F/H horizon","Aliphatic deriv.","n-alkane",684611
6,"F/H horizon","Aliphatic deriv.","n-alkane",143827
6,"F/H horizon","Aliphatic deriv.","n-alkane",901614
6,"F/H horizon","Aliphatic deriv.","n-alkane",1247069
6,"F/H horizon","Aliphatic deriv.","n-alkane",386601
6,"F/H horizon","Aliphatic deriv.","n-alkene",910357
6,"F/H horizon","Aliphatic deriv.","n-alkene",1116028
6,"F/H horizon","Aliphatic deriv.","n-alkene",1399837
6,"F/H horizon","Aliphatic deriv.","n-alkene",733852
6,"F/H horizon","Aliphatic deriv.","n-alkene",1083079
6,"F/H horizon","Aliphatic deriv.","n-alkene",1079745
6,"F/H horizon","Aliphatic deriv.","n-alkene",1645785
6,"F/H horizon","Aliphatic deriv.","n-alkene",1690729
6,"F/H horizon","Aliphatic deriv.","n-alkene",70250
6,"F/H horizon","Aliphatic deriv.","n-alkene",193566
6,"F/H horizon","Aliphatic deriv.","n-alkene",2664650
6,"F/H horizon","N-compound","Cyclo (Pro-Pro)",590142
6,"F/H horizon","N-compound","Cyclo (Leu-Pro)",265565
6,"F/H horizon","N-compound","Cyclo (Pro-Val)",127831
6,"F/H horizon","N-compound","Methyl N-acetyl-alpha-D-glucosaminide",1922597
6,"F/H horizon","N-compound","Pyrrole/Pyridine",1564887
6,"F/H horizon","Aliphatic deriv.","Other-aliphatics",209413
6,"F/H horizon","Phenol","P-Cresol",4122316
6,"F/H horizon","Phenol","Phenol",3851422
